review_id,silver_labels,silver_scores
11799,"[np.int64(27), np.int64(269), np.int64(327)]","[0.6467966347524182, 0.6999999608873725, 0.6741312701067135]"
11800,"[np.int64(387), np.int64(421), np.int64(481)]","[0.6999999673237614, 0.6365787853209802, 0.6393219326907745]"
11801,"[np.int64(209), np.int64(383), np.int64(521)]","[0.6606339733925318, 0.6999999582086218, 0.6279092120851321]"
11802,"[np.int64(90), np.int64(218), np.int64(473)]","[0.9586197971363111, 0.6905785733999911, 0.8481294454448391]"
11803,"[np.int64(63), np.int64(231), np.int64(356)]","[0.8504766745419011, 0.6999527460010074, 0.6542088800436585]"
11804,"[np.int64(98), np.int64(275), np.int64(367)]","[0.6348871366477447, 0.6489050423192049, 0.6506817554546429]"
11805,"[np.int64(163), np.int64(218), np.int64(333)]","[0.6207613898281872, 0.6259697092709969, 0.6203967097298407]"
11806,"[np.int64(25), np.int64(80), np.int64(85)]","[0.6300525224695471, 0.6969828703165091, 0.6355021870422114]"
11807,"[np.int64(32), np.int64(268), np.int64(509)]","[0.7651605444327642, 0.7715919256032197, 0.6479117200616696]"
11808,"[np.int64(256), np.int64(309), np.int64(460)]","[0.602734753121895, 0.6313366678304583, 0.6006948218576067]"
11809,"[np.int64(383), np.int64(471), np.int64(479)]","[0.6833278177800384, 0.66542566480709, 0.6552043395220147]"
11810,"[np.int64(231), np.int64(410), np.int64(475)]","[0.6750055665819927, 0.5656317871212381, 0.5638781183304062]"
11811,"[np.int64(39), np.int64(249), np.int64(370)]","[0.6211355994750858, 0.6999999593562155, 0.6625928913784711]"
11812,"[np.int64(288), np.int64(395), np.int64(461)]","[0.6519641214786961, 0.6737857767892594, 0.6868048530405176]"
11813,"[np.int64(66), np.int64(275), np.int64(370)]","[0.6422854993450621, 0.6979292079806265, 0.6209079897520906]"
11814,"[np.int64(28), np.int64(93), np.int64(200)]","[0.8083568468576813, 0.6570968898008752, 0.6749173554690735]"
11815,"[np.int64(297), np.int64(370), np.int64(490)]","[0.6308096972334382, 0.6705866368461691, 0.6291327638708271]"
11816,"[np.int64(40), np.int64(200), np.int64(288)]","[0.8045808201450478, 0.6401006273755938, 0.6775173506678931]"
11817,"[np.int64(235), np.int64(453), np.int64(465)]","[0.6899089952811095, 0.7392529339950364, 0.6527009200643062]"
11818,"[np.int64(66), np.int64(85), np.int64(370)]","[0.7422439231130928, 0.7247653688301348, 0.638395557426722]"
11819,"[np.int64(39), np.int64(242), np.int64(249)]","[0.6460914316358509, 0.7976563498667875, 0.6895829342348528]"
11820,"[np.int64(66), np.int64(87), np.int64(246)]","[0.6499503964930504, 0.6643649468292974, 0.6986585568737625]"
11821,"[np.int64(12), np.int64(241), np.int64(269)]","[0.6178094271733604, 0.6463741688825005, 0.6999999630473939]"
11822,"[np.int64(39), np.int64(162), np.int64(461)]","[0.595086040047374, 0.6088338728022837, 0.6879501520265012]"
11823,"[np.int64(57), np.int64(200), np.int64(410)]","[0.6444744785807334, 0.6529894273343696, 0.8732134699720957]"
11824,"[np.int64(84), np.int64(162), np.int64(261)]","[0.7899591073962602, 0.666083236290776, 0.6249715321451732]"
11825,"[np.int64(208), np.int64(387), np.int64(424)]","[0.6701301468215182, 0.6658844374037581, 0.652812359618212]"
11826,"[np.int64(80), np.int64(387), np.int64(446)]","[0.567064194663737, 0.6934473106221611, 0.6030434730333338]"
11827,"[np.int64(377), np.int64(387), np.int64(470)]","[0.6999999656541042, 0.6554097260866806, 0.6592659347401406]"
11828,"[np.int64(80), np.int64(148), np.int64(217)]","[0.6487350407827227, 0.7291844596860289, 0.6767254345656751]"
11829,"[np.int64(65), np.int64(83), np.int64(231)]","[0.6413939842654385, 0.857527600574824, 0.6266943093038269]"
11830,"[np.int64(32), np.int64(63), np.int64(148)]","[0.699109518405178, 0.8463628457093761, 0.7091926629631]"
11831,"[np.int64(68), np.int64(232), np.int64(367)]","[0.7005157206092654, 0.6562811741849212, 0.6583040249379356]"
11832,"[np.int64(269), np.int64(419), np.int64(512)]","[0.63614534443762, 0.6017755545560898, 0.5954027425488809]"
11833,"[np.int64(40), np.int64(158), np.int64(411)]","[0.5720656818733283, 0.7259011806896976, 0.5994844688663896]"
11834,"[np.int64(148), np.int64(479), np.int64(510)]","[0.6613519498946748, 0.6484394190456984, 0.7677976823853343]"
11835,"[np.int64(85), np.int64(318), np.int64(364)]","[0.6713994813456402, 0.6944192483451099, 0.6771975816478384]"
11836,"[np.int64(17), np.int64(275), np.int64(332)]","[0.6653930431031829, 0.6714748984898982, 0.6533579469502009]"
11837,"[np.int64(29), np.int64(85), np.int64(442)]","[0.6694143529327928, 0.6709995662093576, 0.7044880909206531]"
11838,"[np.int64(249), np.int64(257), np.int64(522)]","[0.6999999588275914, 0.7959008059745373, 0.6834230964954462]"
11839,"[np.int64(88), np.int64(138), np.int64(479)]","[0.6988671639783948, 0.7219715919692254, 0.6722219218156769]"
11840,"[np.int64(87), np.int64(162), np.int64(503)]","[0.6259895132493256, 0.6544047542123493, 0.6459941489125628]"
11841,"[np.int64(32), np.int64(76), np.int64(147)]","[0.7254592642406017, 0.7227183948051348, 0.7008928175079914]"
11842,"[np.int64(206), np.int64(369), np.int64(475)]","[0.6572223135510619, 0.8254784295664581, 0.752591647947305]"
11843,"[np.int64(206), np.int64(369), np.int64(504)]","[0.6309201163840868, 0.8128402868921298, 0.6494015332884132]"
11844,"[np.int64(276), np.int64(409), np.int64(429)]","[0.6926907377349016, 0.6710391875638362, 0.6300808395913271]"
11845,"[np.int64(364), np.int64(375), np.int64(410)]","[0.6399747186429386, 0.5926996649660282, 0.603862927433785]"
11846,"[np.int64(171), np.int64(383), np.int64(530)]","[0.8802640876723589, 0.6952730165422537, 0.6706702588142054]"
11847,"[np.int64(264), np.int64(338), np.int64(364)]","[0.6310708737098014, 0.6666060104187848, 0.6999999546262707]"
11848,"[np.int64(370), np.int64(411), np.int64(507)]","[0.6409957130878942, 0.8443992152032581, 0.8108565950519631]"
11849,"[np.int64(39), np.int64(221), np.int64(246)]","[0.6307837571098296, 0.7293885073808517, 0.8231028821384082]"
11850,"[np.int64(49), np.int64(88), np.int64(98)]","[0.6909298910661974, 0.6941397127317536, 0.5952041774687332]"
11851,"[np.int64(63), np.int64(84), np.int64(512)]","[0.6253083739387238, 0.6170093509289045, 0.8088295643536633]"
11852,"[np.int64(279), np.int64(373), np.int64(481)]","[0.652355158160044, 0.802149928591596, 0.7158074325720543]"
11853,"[np.int64(50), np.int64(100), np.int64(512)]","[0.6598535321792669, 0.6511476654161302, 0.6429088577730094]"
11854,"[np.int64(103), np.int64(313), np.int64(530)]","[0.6296033924381677, 0.6464412806665458, 0.6714356331371875]"
11855,"[np.int64(40), np.int64(84), np.int64(337)]","[0.6679319088302095, 0.604342373072597, 0.5967956906530586]"
11856,"[np.int64(191), np.int64(465), np.int64(475)]","[0.6175788690172908, 0.699999964990026, 0.6157761650538043]"
11857,"[np.int64(242), np.int64(364), np.int64(448)]","[0.730804137506472, 0.6550622337199218, 0.634206674424419]"
11858,"[np.int64(88), np.int64(89), np.int64(402)]","[0.9201245099649789, 0.699999962947304, 0.6322174197018883]"
11859,"[np.int64(27), np.int64(318), np.int64(397)]","[0.6199464809149885, 0.6189484327643733, 0.6559851253174721]"
11860,"[np.int64(23), np.int64(358), np.int64(475)]","[0.6095338308873762, 0.6860849188719063, 0.6409859218889975]"
11861,"[np.int64(345), np.int64(471), np.int64(510)]","[0.6745955815076119, 0.6706768510076978, 0.8722100380041417]"
11862,"[np.int64(381), np.int64(421), np.int64(509)]","[0.8873385954922144, 0.6996479707309446, 0.6976902228114171]"
11863,"[np.int64(76), np.int64(246), np.int64(288)]","[0.7869624805229187, 0.6775603917390146, 0.71089718827658]"
11864,"[np.int64(341), np.int64(367), np.int64(379)]","[0.6415251091164305, 0.6432149535102186, 0.6712890568844834]"
11865,"[np.int64(9), np.int64(26), np.int64(485)]","[0.7603761351090965, 0.671299507812294, 0.681985845756697]"
11866,"[np.int64(85), np.int64(171), np.int64(443)]","[0.633834984559059, 0.6849865290371517, 0.7219816431328526]"
11867,"[np.int64(27), np.int64(276), np.int64(530)]","[0.6907772587081924, 0.7084598928448763, 0.6943374668760126]"
11868,"[np.int64(59), np.int64(208), np.int64(424)]","[0.6993366661326594, 0.6937580769710935, 0.6221628968987936]"
11869,"[np.int64(7), np.int64(381), np.int64(506)]","[0.6958249755789765, 0.6505984955314971, 0.6991333078967541]"
11870,"[np.int64(217), np.int64(388), np.int64(503)]","[0.5993110158035674, 0.6252161833170162, 0.6207571549144277]"
11871,"[np.int64(52), np.int64(148), np.int64(275)]","[0.634433586332602, 0.6763104066229226, 0.6885700005810911]"
11872,"[np.int64(172), np.int64(336), np.int64(405)]","[0.6749381079757799, 0.6861785680161175, 0.7023878341097436]"
11873,"[np.int64(72), np.int64(86), np.int64(190)]","[0.7164244088638425, 0.6176518530911302, 0.5908273815142381]"
11874,"[np.int64(34), np.int64(106), np.int64(318)]","[0.6800896531196996, 0.6302982608590831, 0.6393023911144482]"
11875,"[np.int64(60), np.int64(288), np.int64(395)]","[0.6325462621254954, 0.7631891014845137, 0.6680400475066656]"
11876,"[np.int64(40), np.int64(126), np.int64(200)]","[0.6475594711100326, 0.6681981318643402, 0.671485077469883]"
11877,"[np.int64(171), np.int64(258), np.int64(465)]","[0.6249732159130528, 0.6488434478745424, 0.6588933638951815]"
11878,"[np.int64(249), np.int64(289), np.int64(387)]","[0.6239539974867608, 0.6280516559825422, 0.6564465830938063]"
11879,"[np.int64(377), np.int64(410), np.int64(422)]","[0.6594888361536746, 0.5849428838934037, 0.6999999597906309]"
11880,"[np.int64(381), np.int64(398), np.int64(429)]","[0.603015731215049, 0.6078533338892379, 0.615203372830755]"
11881,"[np.int64(49), np.int64(93), np.int64(338)]","[0.6236824199192512, 0.6418641077945207, 0.6778548198409728]"
11882,"[np.int64(249), np.int64(358), np.int64(457)]","[0.699999953603346, 0.6515438858537534, 0.6885733872656974]"
11883,"[np.int64(261), np.int64(383), np.int64(511)]","[0.6381726258002274, 0.6999999620532839, 0.6781957048111125]"
11884,"[np.int64(88), np.int64(173), np.int64(471)]","[0.6728149458075149, 0.714543707399794, 0.6548554310740919]"
11885,"[np.int64(93), np.int64(335), np.int64(475)]","[0.674284611526429, 0.6979771665634579, 0.7000594728504188]"
11886,"[np.int64(80), np.int64(170), np.int64(335)]","[0.6154739534694716, 0.6964458697241579, 0.778544866042533]"
11887,"[np.int64(120), np.int64(158), np.int64(395)]","[0.6295731359647198, 0.661885081485011, 0.6564057854151313]"
11888,"[np.int64(76), np.int64(345), np.int64(501)]","[0.6625024117025287, 0.6743933275439081, 0.6442718502810121]"
11889,"[np.int64(50), np.int64(66), np.int64(330)]","[0.6662505937777559, 0.7073737700913053, 0.7131300200287398]"
11890,"[np.int64(98), np.int64(276), np.int64(364)]","[0.6279633703441784, 0.6216381461622368, 0.71186536811705]"
11891,"[np.int64(87), np.int64(89), np.int64(365)]","[0.6244433431224733, 0.6945085298319369, 0.6270941551542463]"
11892,"[np.int64(65), np.int64(93), np.int64(364)]","[0.8691902416624446, 0.8917064985785206, 0.6920756291457083]"
11893,"[np.int64(121), np.int64(217), np.int64(364)]","[0.6456185078472447, 0.7975370068890822, 0.65968414856609]"
11894,"[np.int64(68), np.int64(367), np.int64(510)]","[0.6363778044732319, 0.66916173077398, 0.6931277352356493]"
11895,"[np.int64(93), np.int64(225), np.int64(345)]","[0.6217383882536966, 0.6889566401331828, 0.637122202389266]"
11896,"[np.int64(279), np.int64(418), np.int64(504)]","[0.6345182235643055, 0.6945378683755283, 0.6462067712544467]"
11897,"[np.int64(145), np.int64(257), np.int64(522)]","[0.7273321635673595, 0.7948081673643665, 0.6479001486825615]"
11898,"[np.int64(461), np.int64(473), np.int64(502)]","[0.8038666178397706, 0.8888034693085942, 0.6440548076258829]"
11899,"[np.int64(270), np.int64(285), np.int64(308)]","[0.63623723732144, 0.6510094384798135, 0.6891102347404442]"
11900,"[np.int64(12), np.int64(170), np.int64(398)]","[0.6291837456897648, 0.6742355142173044, 0.6401883097091022]"
11901,"[np.int64(15), np.int64(265), np.int64(468)]","[0.6461320158665338, 0.6956221595349094, 0.6888630319176928]"
11902,"[np.int64(32), np.int64(260), np.int64(510)]","[0.6999999637822164, 0.6853260012405986, 0.9187223139402039]"
11903,"[np.int64(57), np.int64(85), np.int64(504)]","[0.6249553811779245, 0.682443064093122, 0.6556008805760594]"
11904,"[np.int64(57), np.int64(77), np.int64(471)]","[0.6374974429152528, 0.7141941438173032, 0.6485973240081083]"
11905,"[np.int64(49), np.int64(76), np.int64(88)]","[0.7352661580022495, 0.6767792050879292, 0.6999999643999332]"
11906,"[np.int64(66), np.int64(68), np.int64(85)]","[0.651769158006064, 0.6752517318474177, 0.6519590800115025]"
11907,"[np.int64(80), np.int64(171), np.int64(364)]","[0.6318544857273035, 0.8569938739040597, 0.6974016288517111]"
11908,"[np.int64(261), np.int64(365), np.int64(465)]","[0.594372567414925, 0.6136613196083323, 0.6791138683855638]"
11909,"[np.int64(52), np.int64(261), np.int64(470)]","[0.6544847596547076, 0.6474709764335203, 0.6954982578421808]"
11910,"[np.int64(377), np.int64(424), np.int64(475)]","[0.699999967645698, 0.5846626826533258, 0.5825875210824893]"
11911,"[np.int64(218), np.int64(297), np.int64(442)]","[0.6999999584553801, 0.6697599586802849, 0.7493184168829014]"
11912,"[np.int64(25), np.int64(171), np.int64(268)]","[0.5866985288285781, 0.5791349505200954, 0.5802318223073549]"
11913,"[np.int64(72), np.int64(218), np.int64(470)]","[0.6615854380460593, 0.688504437164109, 0.6958600777026578]"
11914,"[np.int64(57), np.int64(80), np.int64(380)]","[0.6332848973148564, 0.6706109215636543, 0.6303380645810137]"
11915,"[np.int64(206), np.int64(369), np.int64(465)]","[0.6747829110837448, 0.8170035295384885, 0.8178015749897044]"
11916,"[np.int64(232), np.int64(301), np.int64(330)]","[0.6999999573924186, 0.7276806079936067, 0.7993595821106183]"
11917,"[np.int64(157), np.int64(229), np.int64(268)]","[0.6790248510356958, 0.6695662480231356, 0.78207402933616]"
11918,"[np.int64(279), np.int64(285), np.int64(410)]","[0.6652214957556604, 0.6650620020730121, 0.646544318152757]"
11919,"[np.int64(49), np.int64(249), np.int64(511)]","[0.7269695065988906, 0.674634784203555, 0.6537023786161089]"
11920,"[np.int64(200), np.int64(205), np.int64(470)]","[0.7262515296482521, 0.683309391805643, 0.688837544425273]"
11921,"[np.int64(209), np.int64(333), np.int64(510)]","[0.6429727162573228, 0.8985375094368859, 0.7089837916083158]"
11922,"[np.int64(47), np.int64(91), np.int64(242)]","[0.642048229354876, 0.7078455184601582, 0.6640161952168674]"
11923,"[np.int64(72), np.int64(333), np.int64(335)]","[0.6679453531784094, 0.6900872768003118, 0.6901017290767612]"
11924,"[np.int64(383), np.int64(504), np.int64(510)]","[0.676602028658249, 0.6643616240299021, 0.7838491341868471]"
11925,"[np.int64(113), np.int64(157), np.int64(180)]","[0.6302799927889959, 0.6600251325942811, 0.6534018545933146]"
11926,"[np.int64(442), np.int64(446), np.int64(468)]","[0.6501675706128416, 0.8247649126979861, 0.6826135613244302]"
11927,"[np.int64(424), np.int64(475), np.int64(512)]","[0.5756640248131625, 0.6035369824065179, 0.6114195494831652]"
11928,"[np.int64(93), np.int64(345), np.int64(512)]","[0.6432961557822588, 0.618665914216205, 0.6271436702377627]"
11929,"[np.int64(32), np.int64(85), np.int64(269)]","[0.8389430721805666, 0.6418394260141658, 0.6342833882259525]"
11930,"[np.int64(218), np.int64(279), np.int64(477)]","[0.6073844671345028, 0.6363058868816281, 0.7318111425530063]"
11931,"[np.int64(90), np.int64(157), np.int64(475)]","[0.8539307168190773, 0.6285327514220008, 0.6314824585969729]"
11932,"[np.int64(150), np.int64(261), np.int64(443)]","[0.6893263462155743, 0.6139513936070334, 0.6046444135024515]"
11933,"[np.int64(62), np.int64(208), np.int64(387)]","[0.7113624995962232, 0.6494151433711892, 0.6622737388323789]"
11934,"[np.int64(17), np.int64(93), np.int64(200)]","[0.6622240522292326, 0.679246116728808, 0.7148770095886361]"
11935,"[np.int64(335), np.int64(461), np.int64(473)]","[0.7931283294830839, 0.7373982534187301, 0.857413319473816]"
11936,"[np.int64(88), np.int64(249), np.int64(262)]","[0.6999999564859801, 0.6972301879615644, 0.7760340876646918]"
11937,"[np.int64(217), np.int64(338), np.int64(473)]","[0.6995647707083933, 0.6574901382513215, 0.830183257181079]"
11938,"[np.int64(63), np.int64(242), np.int64(448)]","[0.703700004760593, 0.6334933943950869, 0.6503712736333354]"
11939,"[np.int64(32), np.int64(358), np.int64(421)]","[0.8396414275924116, 0.6793198817596978, 0.5783437192740934]"
11940,"[np.int64(30), np.int64(65), np.int64(148)]","[0.7360053239903901, 0.7858460073887836, 0.7738692031682092]"
11941,"[np.int64(133), np.int64(232), np.int64(422)]","[0.7453903576270515, 0.6111410932466858, 0.6999999620004638]"
11942,"[np.int64(209), np.int64(369), np.int64(383)]","[0.6393395679829088, 0.6211486186919553, 0.6970779742760824]"
11943,"[np.int64(34), np.int64(60), np.int64(461)]","[0.6612795397296309, 0.6681664348665166, 0.6342773091306864]"
11944,"[np.int64(93), np.int64(335), np.int64(442)]","[0.6428953555544218, 0.6962913716182344, 0.6406870696590502]"
11945,"[np.int64(377), np.int64(387), np.int64(465)]","[0.6999999643855921, 0.637135735093672, 0.665355840890464]"
11946,"[np.int64(88), np.int64(397), np.int64(511)]","[0.7818515958656399, 0.609706816403371, 0.6999999574651233]"
11947,"[np.int64(80), np.int64(242), np.int64(448)]","[0.6811096601756208, 0.7936360708046777, 0.7137695390889569]"
11948,"[np.int64(18), np.int64(200), np.int64(332)]","[0.6597366722519615, 0.7485000923526615, 0.7061396526045068]"
11949,"[np.int64(86), np.int64(173), np.int64(398)]","[0.5597919959603057, 0.5744673728774135, 0.5489138312496838]"
11950,"[np.int64(25), np.int64(333), np.int64(364)]","[0.6519200941007661, 0.6363223208211062, 0.6642769876654463]"
11951,"[np.int64(83), np.int64(206), np.int64(369)]","[0.6862612679534622, 0.6412202922248008, 0.7836102238338012]"
11952,"[np.int64(202), np.int64(369), np.int64(411)]","[0.6168948476424571, 0.8063654362775464, 0.6098466233572211]"
11953,"[np.int64(98), np.int64(205), np.int64(365)]","[0.6382721344309289, 0.7588407451985311, 0.6376712513244198]"
